sample_id,status,reason,page_count,compile_seconds,source_path,package,source_family,document_form,construct_tags,size_bucket,nonblank_lines,source_chars,sha256_source,sha256_pdf,corpus_dir
beamertheme_csh_example_csh_f847ed3e,rejected,page_count_14,14,2.2881054159952328,/usr/local/texlive/2026/texmf-dist/doc/latex/beamertheme-csh/example-csh.tex,beamertheme-csh,texlive_ctan_doc,presentation,beamer_frames;captions;citations_bibliography;display_math;figures_images;inline_math;lists;poster_blocks;simple_table;text_sectioning,medium,115,3249,41f0ab2341780acf34ffe4267616e988cf1fd37efac8f5355e9e6065761b3900,,
beamertheme_metropolis_demo_9589466e,rejected,page_count_32,32,3.6915808329940774,/usr/local/texlive/2026/texmf-dist/doc/latex/beamertheme-metropolis/demo.tex,beamertheme-metropolis,texlive_ctan_doc,presentation,beamer_frames;captions;citations_bibliography;custom_macros;diagram_nodes_edges;figures_images;lists;pgfplots;poster_blocks;simple_table;text_sectioning;tikz,large,271,9158,1c377c39752741cfb6104d69b9f1962abadbcbb470c9b7b766398192c60f77da,,
sectionbox_sectionboxexample_4228eed5,rejected,pdflatex_failed,0,0.22446783300256357,/usr/local/texlive/2026/texmf-dist/doc/latex/sectionbox/example/sectionboxexample.tex,sectionbox,texlive_ctan_doc,poster_layout,captions;citations_bibliography;color;crossrefs;custom_macros;display_math;figures_images;multi_column;poster_blocks;simple_table;text_sectioning;theorems_proofs,medium,148,6519,ffcd87fb086d1e4142875ada9a6381a83472f8b22ce9f60b34c7558a65e3fe53,,
nih_example_nih_cls_c2d9a746,accepted,accepted,1,0.7194261669646949,/usr/local/texlive/2026/texmf-dist/doc/latex/nih/example-nih-cls.tex,nih,texlive_ctan_doc,poster_layout,citations_bibliography;crossrefs;custom_environments;custom_macros;fonts_symbols;inline_math;lists;poster_blocks;text_sectioning;theorems_proofs,medium,194,6816,466f23d4aa17d94cd4631fd1a09d55a24d930c7506598695f3d686e37f20d395,11515fe70b423dbd31d67f799a0906492b6f56ba78bc8018a525c51042b01a90,data/texlive_seed_smoke2/corpus/nih_example_nih_cls_c2d9a746
pgfornament_han_tianqing_poster_sample_526e744d,rejected,pdflatex_failed,0,0.5410648329998367,/usr/local/texlive/2026/texmf-dist/doc/latex/pgfornament-han/samples/tianqing-poster-sample.tex,pgfornament-han,texlive_ctan_doc,poster_layout,beamer_frames;citations_bibliography;custom_macros;display_math;figures_images;inline_math;lists;minipage_boxes;poster_blocks;theorems_proofs,medium,107,3662,1d610811a12ba1ebfd8fdb478bd5013178fbafc28afb1a465e4fa9311cb040a3,,
seuthesix_sample_masters_63cff25e,rejected,pdflatex_failed,0,0.2218029170180671,/usr/local/texlive/2026/texmf-dist/doc/latex/seuthesix/sample_masters.tex,seuthesix,texlive_ctan_doc,cv_resume,algorithm_pseudocode;captions;citations_bibliography;crossrefs;display_math;figures_images;inline_math;simple_table;text_sectioning;theorems_proofs,medium,159,3664,e6c5b2c1c79ed2977d950d5ae1965ffbb2347c9a081929f77e6a4a92f1159027,,
seuthesix_sample_engineering_59c11131,rejected,pdflatex_failed,0,0.2152991250040941,/usr/local/texlive/2026/texmf-dist/doc/latex/seuthesix/sample_engineering.tex,seuthesix,texlive_ctan_doc,cv_resume,algorithm_pseudocode;captions;citations_bibliography;crossrefs;display_math;figures_images;inline_math;simple_table;text_sectioning;theorems_proofs,medium,159,3668,430beff2b6d9f928f10310af5e735fb63a6a6707c630f772c8518298547dd307,,
seuthesix_sample_phd_acd569d8,rejected,pdflatex_failed,0,0.22412274999078363,/usr/local/texlive/2026/texmf-dist/doc/latex/seuthesix/sample_phd.tex,seuthesix,texlive_ctan_doc,cv_resume,algorithm_pseudocode;captions;citations_bibliography;crossrefs;display_math;figures_images;inline_math;simple_table;text_sectioning;theorems_proofs,medium,159,3660,72b9224022d38b5fdb15e0415067367ae87eb5cc8680d6a6ab4389981203292f,,
asmeconf_asmeconf_authorgrid_example_ecc09e23,rejected,source_tree_too_large,0,0.0,/usr/local/texlive/2026/texmf-dist/doc/latex/asmeconf/examples/asmeconf-authorgrid-example.tex,asmeconf,texlive_ctan_doc,letter_form_teaching,aligned_math;captions;citations_bibliography;complex_table;crossrefs;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;multi_column;simple_table;text_sectioning,large,492,46971,02de90e00aaf46ec6c9ed3cf1d2390f9b9f13698f4693a0d4cea232707d66a63,,
subfig_test3_74a948a4,rejected,page_count_4,4,0.6890143339987844,/usr/local/texlive/2026/texmf-dist/doc/latex/subfig/test3.tex,subfig,texlive_ctan_doc,letter_form_teaching,captions;complex_table;crossrefs;custom_macros;figures_images;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning,medium,189,6145,f67708b484607dc92166d523373483f2c16fce18bbcb40c0dbdcd1c4a517c453,,
deutschesmuseum_sample_3b7236c0,rejected,pdflatex_failed,0,0.24600895901676267,/usr/local/texlive/2026/texmf-dist/doc/latex/deutschesmuseum/sample.tex,deutschesmuseum,texlive_ctan_doc,letter_form_teaching,aligned_math;captions;citations_bibliography;crossrefs;display_math;figures_images;fonts_symbols;footnotes;inline_math;simple_table;text_sectioning,medium,79,3024,4245f8d51550ad2b6d16aea7c23aa89dc6f9b8d7f2752a4c049739ecc09d1aad,,
emulateapj_sample_a7c814a5,rejected,pdflatex_failed,0,0.36388295801589265,/usr/local/texlive/2026/texmf-dist/doc/latex/emulateapj/sample.tex,emulateapj,texlive_ctan_doc,letter_form_teaching,aligned_math;captions;citations_bibliography;complex_table;crossrefs;custom_macros;display_math;figures_images;footnotes;inline_math;multi_column;simple_table;text_sectioning,large,643,33585,45fa4ebbec04f86733880c5565fee05b10aba92dc23104b1b82a1e1f6267e987,,
arsenal_math_sample_math_b8c62b21,rejected,pdflatex_failed,0,0.18018283299170434,/usr/local/texlive/2026/texmf-dist/doc/fonts/arsenal-math/sample-math.ltx,arsenal-math,texlive_ctan_doc,package_example,color;crossrefs;custom_macros;fonts_symbols;inline_math;text_sectioning;theorems_proofs,medium,143,7080,0b8b9980185cabc012962bec95360639c135360d7dfb2187f999e68a36b25a35,,
flowfram_sample_pages_1ce217b8,rejected,page_count_28,28,1.223463417030871,/usr/local/texlive/2026/texmf-dist/doc/latex/flowfram/samples/sample-pages.tex,flowfram,texlive_ctan_doc,package_example,captions;crossrefs;custom_macros;figures_images;multi_column;text_sectioning,medium,82,2098,8378d5aaaa911165e5818a81295d6d047f66e2c3cf5337444ff785397a8a4fe5,,
datatool_sample_barchart_9e71cda4,accepted,accepted,1,3.1625536250066943,/usr/local/texlive/2026/texmf-dist/doc/latex/datatool/samples/sample-barchart.tex,datatool,texlive_ctan_doc,package_example,captions;custom_macros;diagram_nodes_edges;figures_images;tikz,medium,48,1803,83addb5ce3de20cffaac22c87e277396b6e63708931bda728989bd223223cde7,56f2092973d3210ed4494b67f280b4c6cab86baede0496ba3265ca9308b7a01c,data/texlive_seed_smoke2/corpus/datatool_sample_barchart_9e71cda4
babel_greek_test_lgr_fixes_2540824c,rejected,page_count_5,5,1.1619514590129256,/usr/local/texlive/2026/texmf-dist/doc/generic/babel-greek/test-lgr-fixes.tex,babel-greek,texlive_ctan_doc,package_example,crossrefs;custom_macros;lists;text_sectioning,medium,142,6174,3a57d6da763fab6406bec549f0efc24656573adb228db5599635b669ae17de1f,,
