path,package,source_family,document_form,construct_tags,size_bucket,nonblank_lines,source_chars,score,sha256_source
/usr/local/texlive/2026/texmf-dist/doc/latex-dev/base/ltnews41.tex,latex-dev,texlive_ctan_doc,paper_excerpt,citations_bibliography;color;custom_macros;display_math;footnotes;inline_math;lists;text_sectioning,large,957,49130,89,45431a665c0f25395a9dd7cbd1394dfaceb5406ed3bfbf207b8e6f3d26c70ff3
/usr/local/texlive/2026/texmf-dist/doc/latex/tablor/tablor.tex,tablor,texlive_ctan_doc,math_short,color;crossrefs;custom_environments;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;text_sectioning,large,1541,61122,113,f101e8a23c8bec72a27f80f69cbab4145c9fc2234d90ce3bd6315c83c2b7767b
/usr/local/texlive/2026/texmf-dist/doc/generic/xstring/xstring-fr.tex,xstring,texlive_ctan_doc,math_short,color;crossrefs;custom_environments;custom_macros;display_math;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;text_sectioning,large,967,70288,113,11b132ff4dd687b2f07537b9a1a43df71ee4091ac13c0984fe5b929df80ac60c
/usr/local/texlive/2026/texmf-dist/doc/latex/abnt/abnt-doc.tex,abnt,texlive_ctan_doc,math_short,color;custom_macros;diagram_nodes_edges;display_math;figures_images;fonts_symbols;minipage_boxes;text_sectioning;tikz,medium,151,6693,107,e6b475b70ba1f38d1b5c74d54aee148c324959d86e280bc092bad3cce8e95d22
/usr/local/texlive/2026/texmf-dist/doc/latex/nag/nagdemo.tex,nag,texlive_ctan_doc,math_short,aligned_math;captions;crossrefs;display_math;figures_images;footnotes;inline_math;minipage_boxes;text_sectioning,medium,140,4484,107,0c55acfa54900339354504a61ff1248be52839cf81c3cb98f82307039f465deb
/usr/local/texlive/2026/texmf-dist/doc/latex/correctmathalign/correctmathalign.tex,correctmathalign,texlive_ctan_doc,math_short,aligned_math;captions;crossrefs;custom_macros;display_math;figures_images;lists;minipage_boxes;text_sectioning,medium,99,3079,107,aa874626fab28a5011b3e4c33b6d86ed5621b62fee3924b8f199adce5ced230a
/usr/local/texlive/2026/texmf-dist/doc/latex/l2tabu-french/l2tabufr.tex,l2tabu-french,texlive_ctan_doc,table,aligned_math;captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;multi_column;poster_blocks;simple_table;text_sectioning,large,1220,79692,191,465bb315df1a16b50271ce6e3f5e1e72cf9b6b1877b3e55d47bff760d770ec21
/usr/local/texlive/2026/texmf-dist/doc/latex/l2tabu-italian/l2tabuit.tex,l2tabu-italian,texlive_ctan_doc,table,aligned_math;captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning,large,1597,70670,183,392e04cf40ea2035076bdb3f3878d8b7e92822c24a9e44c28dcb1497bac4cf48
/usr/local/texlive/2026/texmf-dist/doc/latex/l2tabu/l2tabu.tex,l2tabu,texlive_ctan_doc,table,aligned_math;captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning,large,1486,62578,183,7d85ae177945d778c8309cfd0fac47043974bea0c3464bb13ec217abdeffabf9
/usr/local/texlive/2026/texmf-dist/doc/latex/formation-latex-ul/exercice-demo.tex,formation-latex-ul,texlive_ctan_doc,table,captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;fonts_symbols;footnotes;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning;theorems_proofs,large,1225,53518,183,de284ce8b4138d46851443223ccb728409e1bd0bcf5349751e2db0a349fd0bde
/usr/local/texlive/2026/texmf-dist/doc/latex/l2tabu-english/l2tabuen.tex,l2tabu-english,texlive_ctan_doc,table,captions;citations_bibliography;color;complex_table;crossrefs;custom_environments;custom_macros;display_math;figures_images;footnotes;inline_math;lists;minipage_boxes;multi_column;simple_table;text_sectioning,large,1542,76632,167,9708e05809daa7ae5be1b1d8c9dc5fe8a7dc62e0ffef0e51ddb209f94b2c5e44
